transcript_id,exon_count,length
MSTRG.5309.2:1:3.710498,4,607
MSTRG.5310.1:1:9.246703,3,1285
MSTRG.5311.1:1:35.717529,1,622
MSTRG.5312.1:1:1.851249,2,269
MSTRG.5313.1:1:10.945145,7,867
MSTRG.5313.2:1:93.158661,6,858
MSTRG.5315.1:1:22.968714,6,1686
MSTRG.5316.1:1:37.026085,3,800
MSTRG.5317.1:1:20.368694,5,1021
MSTRG.5318.1:1:11.030378,8,998
MSTRG.5320.1:1:6.188743,7,912
MSTRG.5321.1:1:2.545856,3,271
MSTRG.5322.1:1:6.056808,3,1102
MSTRG.5323.1:1:10.153240,2,451
MSTRG.5323.2:1:1.750388,3,471
MSTRG.5324.1:1:3.451646,5,880
MSTRG.5325.1:1:5.420568,3,616
MSTRG.5326.1:1:0.884522,2,221
MSTRG.5327.1:1:2.121767,3,326
MSTRG.5328.1:1:16.719006,10,2359
MSTRG.5328.2:1:5.828646,13,2771
MSTRG.5329.1:1:2.322622,2,294
MSTRG.5330.1:1:5.735876,2,844
MSTRG.5330.2:1:43.204319,3,658
MSTRG.5331.1:1:3.361657,5,782
MSTRG.5332.1:1:3.663434,3,374
MSTRG.5333.1:1:3.876239,2,531
MSTRG.5334.1:1:1.335075,2,320
MSTRG.5335.1:1:1.807907,2,569
MSTRG.5336.1:1:2.912042,2,450
MSTRG.5339.1:1:3.548562,3,380
MSTRG.5340.1:1:16.039272,10,2227
MSTRG.5340.2:1:9.937378,10,2276
MSTRG.5341.1:1:2.597886,2,287
MSTRG.5342.1:1:21.674328,8,1886
MSTRG.5342.2:1:16.909752,10,1768
MSTRG.5342.3:1:2.031022,9,1860
MSTRG.5343.1:1:171.155136,3,726
MSTRG.5343.2:1:19.488056,4,658
MSTRG.5343.3:1:10.112216,10,2086
MSTRG.5343.4:1:8.658195,10,2046
MSTRG.5343.5:1:46.793262,6,1252
MSTRG.5344.1:1:32.820580,6,1293
MSTRG.5344.2:1:3.894039,5,1387
MSTRG.5345.1:1:33.413761,8,1496
MSTRG.5346.1:1:73.338982,4,750
MSTRG.5346.2:1:3.119197,4,728
MSTRG.5347.1:1:5.300427,3,902
MSTRG.5347.2:1:3.322807,2,958
MSTRG.5348.1:1:6.187223,5,599
MSTRG.5349.1:1:248.187592,8,1563
MSTRG.5349.2:1:51.276604,8,1441
MSTRG.5349.3:1:301.378540,7,1036
MSTRG.5350.1:1:9.790730,9,2654
MSTRG.5351.1:1:10.359580,4,1744
MSTRG.5351.2:1:1.621125,2,1793
MSTRG.5352.1:1:9.637110,3,923
MSTRG.5353.1:1:3.677084,4,1050
MSTRG.5356.1:1:6.043600,4,466
MSTRG.5357.1:1:30.637676,5,1941
MSTRG.5357.2:1:4.912156,3,867
MSTRG.5357.3:1:6.886013,2,867
MSTRG.5357.4:1:7.258558,5,1952
MSTRG.5357.5:1:4.613466,4,2030
MSTRG.5358.1:1:49.933422,2,284
MSTRG.5357.6:1:7.110311,2,772
MSTRG.5359.1:1:45.112179,4,1703
MSTRG.5360.1:1:20.481369,4,2506
MSTRG.5360.2:1:4.278328,4,2674
MSTRG.5361.1:1:17.299604,2,344
MSTRG.5362.1:1:13.279181,3,1091
MSTRG.5363.1:1:81.855850,4,612
MSTRG.5364.1:1:23.375277,6,1483
MSTRG.5364.2:1:13.950418,7,1359
MSTRG.5365.1:1:8.333364,2,788
MSTRG.5366.1:1:7.983906,6,686
MSTRG.5367.1:1:10.452101,3,360
MSTRG.5368.1:1:1.685247,2,285
MSTRG.5369.1:1:5.907707,7,1218
MSTRG.5370.1:1:2.124559,3,311
MSTRG.5371.1:1:2.402262,2,535
MSTRG.5372.1:1:0.939804,2,640
MSTRG.5373.1:1:1.767597,4,607
MSTRG.5374.1:1:10.977342,6,2128
MSTRG.5375.1:1:21.162737,2,847
MSTRG.5376.1:1:22.987530,4,1155
MSTRG.5376.2:1:9.514440,5,1080
MSTRG.5377.1:1:9.397460,5,567
MSTRG.5378.1:1:12.939313,4,1407
MSTRG.5378.2:1:4.400100,4,1353
MSTRG.5379.1:1:18.761681,9,1298
MSTRG.5380.1:1:5.510995,6,1319
MSTRG.5381.1:1:3.026489,3,472
MSTRG.5382.1:1:6.848339,5,687
MSTRG.5382.2:1:1.229155,6,621
MSTRG.5384.1:1:3.399276,3,937
MSTRG.5384.2:1:3.449441,7,1277
MSTRG.5384.3:1:3.532206,4,1800
MSTRG.5386.1:1:1.621206,2,353
MSTRG.5387.1:1:14.360153,7,1460
MSTRG.5388.1:1:5.868503,6,902
MSTRG.5388.2:1:155.194534,6,848
MSTRG.5389.1:1:1.851127,2,625
MSTRG.5390.1:1:7.229040,2,1273
MSTRG.5391.1:1:9.459759,5,1281
MSTRG.5392.1:1:5.189486,2,203
MSTRG.5393.1:1:3.095827,2,220
MSTRG.5394.1:1:5.636386,2,317
MSTRG.5395.1:1:4.880313,2,1498
MSTRG.5395.2:1:2.018049,3,1431
MSTRG.5396.1:1:27.385588,3,1387
MSTRG.5396.2:1:1.633540,4,1317
MSTRG.5397.1:1:6.974818,4,587
MSTRG.5397.2:1:9.314837,8,1302
MSTRG.5398.1:1:20.688204,3,1590
MSTRG.5398.2:1:38.143162,8,659
MSTRG.5398.3:1:21.521227,7,866
MSTRG.5398.4:1:14.662930,5,1191
MSTRG.5399.1:1:5.996933,5,2641
MSTRG.5399.2:1:1.695198,5,2636
MSTRG.5399.3:1:1.832870,4,2889
MSTRG.5400.1:1:1.306371,2,260
MSTRG.5401.1:1:19.547935,2,960
MSTRG.5403.1:1:40.902031,4,743
MSTRG.5404.1:1:22.414310,4,1515
MSTRG.5405.1:1:3.600453,2,530
MSTRG.5406.1:1:21.477457,1,386
MSTRG.5407.1:1:0.884537,2,205
MSTRG.5408.1:1:14.152026,9,2687
MSTRG.5408.2:1:25.726728,3,778
MSTRG.5409.1:1:13.902106,13,2066
MSTRG.5409.2:1:9.220991,13,2062
MSTRG.5410.1:1:263.961365,3,477
MSTRG.5410.2:1:9.207215,5,663
MSTRG.5410.3:1:4.909968,4,443
MSTRG.5411.1:1:15.924740,3,1351
MSTRG.5412.1:1:105.502815,1,1384
MSTRG.5413.1:1:126.706924,10,1005
MSTRG.5413.2:1:30.465322,10,1000
MSTRG.5414.1:1:6.176588,4,1431
MSTRG.5414.2:1:1.431255,4,1434
MSTRG.5415.1:1:30.908485,2,231
MSTRG.5416.1:1:69.225975,3,565
MSTRG.5417.1:1:49.647652,4,871
MSTRG.5417.2:1:3.988239,4,1101
MSTRG.5418.1:1:10.580315,2,469
MSTRG.5420.1:1:5.218143,3,825
MSTRG.5421.1:1:4.662399,4,557
MSTRG.5422.1:1:1.666147,4,509
MSTRG.5422.2:1:2.186915,2,708
MSTRG.5422.3:1:1.467884,3,597
MSTRG.5423.1:1:2.531671,3,566
MSTRG.5425.1:1:61.358265,8,1891
MSTRG.5426.1:1:12.717561,6,1066
MSTRG.5426.2:1:13.772005,8,1197
MSTRG.5426.3:1:4.926766,7,1063
MSTRG.5426.4:1:4.711774,5,625
MSTRG.5426.5:1:2.972839,5,450
MSTRG.5426.6:1:3.143059,7,905
MSTRG.5426.7:1:1.689708,9,696
MSTRG.5426.8:1:5.792914,8,1051
MSTRG.5427.1:1:3.586689,2,273
MSTRG.5428.1:1:2.277390,3,435
MSTRG.5429.1:1:1.996657,2,307
MSTRG.5430.1:1:1.686120,2,256
MSTRG.5431.1:1:3.382684,4,493
MSTRG.5431.2:1:1.753968,4,498
MSTRG.5431.3:1:1.017433,3,583
MSTRG.5432.1:1:5.433797,6,734
MSTRG.5432.2:1:1.637618,3,1017
MSTRG.5434.1:1:4.172403,9,2029
MSTRG.5434.2:1:47.101582,3,498
MSTRG.5435.1:1:151.777908,6,943
MSTRG.5436.1:1:9.377615,2,736
MSTRG.5437.1:1:3.254283,5,561
MSTRG.5438.1:1:1.516622,3,424
MSTRG.5440.1:1:24.420422,8,1823
MSTRG.5441.1:1:1.901214,5,435
MSTRG.5442.1:1:20.931131,3,693
MSTRG.5443.1:1:96.183701,4,467
MSTRG.5444.1:1:219.657562,6,802
MSTRG.5445.1:1:13.998402,2,971
MSTRG.5446.1:1:3.604778,2,252
MSTRG.5449.1:1:1.402455,2,263
MSTRG.5451.1:1:20.981194,8,2110
MSTRG.5452.1:1:2.249349,4,372
MSTRG.5453.1:1:4.095579,11,1754
MSTRG.5454.1:1:10.159935,5,2486
MSTRG.5454.2:1:1.445424,6,2441
MSTRG.5455.1:1:71.646881,5,1295
MSTRG.5455.2:1:4.075391,5,1290
MSTRG.5456.1:1:157.660721,4,1000
MSTRG.5457.1:1:2.176563,2,471
MSTRG.5458.1:1:71.506660,4,472
MSTRG.5459.1:1:26.001259,4,456
MSTRG.5460.1:1:152.417725,3,533
MSTRG.5460.2:1:10.710641,3,462
MSTRG.5460.3:1:3.540591,3,690
MSTRG.5461.1:1:3.473168,4,436
MSTRG.5462.1:1:165.503372,5,398
MSTRG.5463.1:1:15.571681,3,1037
MSTRG.5464.1:1:25.711035,2,500
MSTRG.5464.2:1:3.543067,2,558
MSTRG.5465.1:1:8.197878,5,1984
MSTRG.5466.1:1:2.444782,2,394
MSTRG.5467.1:1:1.263410,3,656
MSTRG.5469.1:1:2.643035,2,252
MSTRG.5470.1:1:39.069771,7,1551
MSTRG.5470.2:1:5.278589,5,1749
MSTRG.5471.1:1:51.356190,4,1202
MSTRG.5471.2:1:2.972824,4,1246
MSTRG.5473.1:1:3.193812,2,334
MSTRG.5474.1:1:3.301036,3,250
MSTRG.5475.1:1:1.564329,2,229
MSTRG.5477.1:1:11.850330,11,2189
MSTRG.5478.1:1:95.856613,11,2180
MSTRG.5479.1:1:33.087856,8,1227
MSTRG.5479.2:1:138.272324,6,704
MSTRG.5480.1:1:16.986084,15,2710
MSTRG.5481.1:1:36.579620,4,639
MSTRG.5482.1:1:25.280067,2,205
MSTRG.5483.1:1:603.362488,5,858
MSTRG.5484.1:1:111.863754,6,978
MSTRG.5484.2:1:24.674488,7,897
MSTRG.5484.3:1:14.708477,7,920
MSTRG.5484.4:1:6.066580,7,1158
MSTRG.5485.1:1:9.793647,2,1827
MSTRG.5486.1:1:14.054224,6,1911
MSTRG.5487.1:1:1.217692,2,300
MSTRG.5488.1:1:4.190061,8,2399
MSTRG.5489.1:1:12.411016,1,821
MSTRG.5490.1:1:2.038563,3,215
MSTRG.5491.1:1:5.821657,8,2133
MSTRG.5491.2:1:2.082836,8,1935
MSTRG.5491.3:1:79.545929,8,1858
MSTRG.5492.1:1:6.419257,5,1534
MSTRG.5492.2:1:6.264531,5,1553
MSTRG.5492.3:1:1.400197,3,1787
MSTRG.5493.1:1:207.107483,1,1082
MSTRG.5494.1:1:129.249542,2,2247
MSTRG.5495.1:1:23.204023,3,455
MSTRG.5495.2:1:6.894838,13,2666
MSTRG.5495.3:1:21.474665,11,2064
MSTRG.5496.1:1:28.656693,3,681
MSTRG.5497.1:1:9.790999,11,1545
MSTRG.5498.1:1:36.083126,9,1730
MSTRG.5499.1:1:5.606406,4,798
MSTRG.5500.1:1:46.979496,6,1453
MSTRG.5501.1:1:5.365709,3,453
MSTRG.5502.1:1:75.861389,8,2081
MSTRG.5502.2:1:7.353261,8,2184
MSTRG.5503.1:1:15.071239,2,489
MSTRG.5504.1:1:2.466487,2,539
MSTRG.5505.1:1:22.985632,9,1556
MSTRG.5506.1:1:128.552444,8,1097
MSTRG.5506.2:1:13.553617,8,1100
MSTRG.5507.1:1:8.455718,3,3747
MSTRG.5508.1:1:6.577894,3,900
MSTRG.5509.1:1:10.887115,2,295
MSTRG.5510.1:1:74.046936,4,710
MSTRG.5511.1:1:114.177315,11,2160
MSTRG.5511.2:1:12.883080,10,2227
MSTRG.5512.1:1:2.808158,2,555
MSTRG.5513.1:1:1.259262,2,262
MSTRG.5515.1:1:33.290039,5,1351
MSTRG.5516.1:1:4.577533,5,1159
MSTRG.5516.2:1:52.717381,4,726
MSTRG.5517.1:1:265.810608,5,676
MSTRG.5518.1:1:8.313555,5,855
MSTRG.5518.2:1:4.152521,2,688
MSTRG.5519.1:1:5.285971,2,1254
MSTRG.5520.1:1:0.884522,2,212
MSTRG.5521.1:1:3.861899,4,1262
MSTRG.5522.1:1:2.431240,2,370
MSTRG.5523.1:1:6.477999,5,2360
MSTRG.5524.1:1:48.715561,7,1409
MSTRG.5525.1:1:119.449745,7,1069
MSTRG.5525.2:1:1.993634,7,1091
MSTRG.5526.1:1:19.269779,4,1161
MSTRG.5528.1:1:6.735653,2,1904
MSTRG.5529.1:1:4.831900,6,1167
MSTRG.5530.1:1:27.297079,12,1976
MSTRG.5531.1:1:91.961357,7,1269
MSTRG.5532.1:1:11.679749,17,3646
MSTRG.5532.2:1:22.609249,17,3576
MSTRG.5533.1:1:34.496990,5,687
MSTRG.5533.2:1:3.489939,6,597
MSTRG.5534.1:1:17.250628,3,722
MSTRG.5535.1:1:2.271613,6,1804
MSTRG.5535.2:1:7.790946,6,1162
MSTRG.5536.1:1:2.795324,3,760
MSTRG.5536.2:1:31.188370,3,808
MSTRG.5537.1:1:11.789290,5,1913
MSTRG.5537.2:1:0.971240,4,1017
MSTRG.5538.1:1:72.721710,12,1149
MSTRG.5539.1:1:82.270447,4,1026
MSTRG.5541.1:1:0.884522,2,250
MSTRG.5544.1:1:3.787786,4,836
MSTRG.5545.1:1:4.161913,10,1822
MSTRG.5546.1:1:2.676665,2,3282
MSTRG.5546.2:1:16.012533,4,2450
MSTRG.5546.3:1:3.392094,4,2800
MSTRG.5547.1:1:24.542696,4,1766
MSTRG.5547.2:1:5.690477,3,2426
MSTRG.5548.1:1:4.619074,15,3559
MSTRG.5548.2:1:6.525487,12,3143
MSTRG.5548.3:1:4.816715,9,1733
MSTRG.5549.1:1:3.274340,2,275
MSTRG.5550.1:1:21.480385,4,934
MSTRG.5552.1:1:12.058773,5,1554
MSTRG.5552.2:1:3.613333,4,1730
MSTRG.5553.1:1:113.832664,4,768
MSTRG.5554.1:1:2.270920,3,319
MSTRG.5555.1:1:0.884522,2,203
MSTRG.5557.1:1:49.896755,5,1966
MSTRG.5559.1:1:6.095160,2,935
MSTRG.5560.1:1:25.539263,1,2100
MSTRG.5561.1:1:2.566021,3,2348
MSTRG.5562.1:1:21.593040,4,1388
MSTRG.5563.1:1:1.002843,2,613
MSTRG.5564.1:1:56.114368,7,2556
MSTRG.5565.1:1:1.728697,2,285
MSTRG.5566.1:1:1.047651,4,244
MSTRG.5567.1:1:2.198905,5,1498
MSTRG.5568.1:1:1.409423,5,487
MSTRG.5569.1:1:3.870257,4,466
MSTRG.5570.1:1:5.313767,9,1527
MSTRG.5570.2:1:1.855475,7,1875
MSTRG.5570.3:1:1.300614,9,1510
MSTRG.5571.1:1:1.341196,5,583
MSTRG.5572.1:1:0.884522,2,242
MSTRG.5573.1:1:4.999622,10,1152
MSTRG.5574.1:1:1.702776,2,614
MSTRG.5575.1:1:1.098951,3,693
MSTRG.5576.1:1:2.824692,3,398
MSTRG.5577.1:1:1.531138,3,290
MSTRG.5578.1:1:2.291231,2,332
MSTRG.5579.1:1:2.745744,2,451
MSTRG.5580.1:1:1.833468,3,508
MSTRG.5581.1:1:2.879167,10,1682
MSTRG.5582.1:1:12.629717,2,901
MSTRG.5583.1:1:68.172226,6,1899
MSTRG.5584.1:1:1.625052,3,387
MSTRG.5585.1:1:2.004077,10,2276
MSTRG.5585.2:1:14.653600,11,1927
MSTRG.5585.3:1:12.926675,11,1944
MSTRG.5586.1:1:8.556709,4,978
MSTRG.5587.1:1:14.974091,5,634
MSTRG.5588.1:1:2.625713,7,1225
MSTRG.5588.2:1:2.332007,7,1228
MSTRG.5589.1:1:6.871122,6,1568
MSTRG.5590.1:1:1.774595,5,478
MSTRG.5591.1:1:5.245311,6,1852
MSTRG.5591.2:1:2.255965,9,1405
MSTRG.5592.1:1:19.417526,4,1445
MSTRG.5592.2:1:3.378376,3,1415
MSTRG.5593.1:1:95.976639,5,1282
MSTRG.5594.1:1:38.680588,1,726
MSTRG.5595.1:1:3.577078,3,1013
MSTRG.5596.1:1:15.358994,3,843
MSTRG.5597.1:1:9.418833,8,1835
MSTRG.5598.1:1:2.318952,2,341
MSTRG.5599.1:1:13.404963,8,903
MSTRG.5600.1:1:2.145858,3,446
MSTRG.5601.1:1:32.986629,8,1233
MSTRG.5601.2:1:18.872461,6,2226
MSTRG.5601.3:1:18.066084,5,2492
MSTRG.5601.4:1:15.095843,8,1248
MSTRG.5601.5:1:12.558946,7,1221
MSTRG.5601.6:1:9.472309,10,1947
MSTRG.5602.1:1:20.305454,2,826
MSTRG.5603.1:1:0.884522,2,281
MSTRG.5604.1:1:10.295979,7,981
MSTRG.5605.1:1:17.930923,5,1074
MSTRG.5606.1:1:96.759254,6,2290
MSTRG.5606.2:1:25.125607,5,1758
MSTRG.5606.3:1:43.645828,5,1607
MSTRG.5607.1:1:20.391571,11,2250
MSTRG.5608.1:1:0.948946,4,1559
MSTRG.5608.2:1:7.477547,5,1418
MSTRG.5609.1:1:1.169099,3,807
MSTRG.5609.2:1:3.728536,4,703
MSTRG.5610.1:1:5.026611,2,350
MSTRG.5611.1:1:20.378866,3,1294
MSTRG.5613.1:1:1.889290,2,434
MSTRG.5614.1:1:1.288937,4,409
MSTRG.5615.1:1:26.801294,6,1595
MSTRG.5615.2:1:1.071715,6,1564
MSTRG.5616.1:1:144.524216,3,662
MSTRG.5616.2:1:21.583105,4,684
MSTRG.5617.1:1:21.284142,11,2998
MSTRG.5618.1:1:337.327667,5,955
MSTRG.5618.2:1:135.259964,6,796
MSTRG.5619.1:1:22.442833,11,2257
MSTRG.5620.1:1:9.279925,6,1702
MSTRG.5620.2:1:3.083986,5,1758
MSTRG.5620.3:1:1.290296,3,2071
MSTRG.5621.1:1:5.148489,10,2679
MSTRG.5621.2:1:21.194326,6,985
MSTRG.5621.3:1:59.594563,4,1490
MSTRG.5623.1:1:1.289085,3,481
MSTRG.5625.1:1:4.462624,2,420
MSTRG.5627.1:1:24.822250,4,2337
MSTRG.5628.1:1:21.956362,8,2371
MSTRG.5629.1:1:0.892759,3,362
MSTRG.5629.2:1:1.146420,3,486
MSTRG.5629.3:1:0.891210,3,361
MSTRG.5630.1:1:68.981216,3,738
MSTRG.5630.2:1:21.233175,3,1062
MSTRG.5631.1:1:159.254303,5,493
MSTRG.5632.1:1:100.502892,2,367
MSTRG.5633.1:1:24.876661,8,1286
MSTRG.5634.1:1:11.297051,5,741
MSTRG.5637.1:1:99.090271,4,959
MSTRG.5638.1:1:0.987373,2,301
MSTRG.5639.1:1:30.221584,8,1053
MSTRG.5640.1:1:0.904129,2,406
MSTRG.5641.1:1:47.098019,4,638
MSTRG.5642.1:1:58.948776,13,2545
MSTRG.5643.1:1:106.484016,6,1257
MSTRG.5645.1:1:3.459910,2,396
MSTRG.5646.1:1:3.103586,3,285
MSTRG.5647.1:1:24.751495,5,1860
MSTRG.5647.2:1:2.938535,4,1930
MSTRG.5648.1:1:6.469150,2,306
MSTRG.5649.1:1:10.033200,5,559
MSTRG.5649.2:1:1.449552,4,632
MSTRG.5650.1:1:106.881721,11,1922
MSTRG.5651.1:1:14.441521,3,520
MSTRG.5652.1:1:1.849852,3,405
MSTRG.5653.1:1:4.522053,2,338
MSTRG.5654.1:1:9.862511,7,976
MSTRG.5655.1:1:20.147017,4,1259
MSTRG.5655.2:1:4.959733,5,1295
MSTRG.5656.1:1:9.084077,2,237
MSTRG.5657.1:1:1.330878,3,216
MSTRG.5658.1:1:2.192847,2,599
MSTRG.5659.1:1:2.825792,2,416
MSTRG.5661.1:1:1.770222,6,751
MSTRG.5662.1:1:2.062750,3,780
MSTRG.5663.1:1:15.410581,8,1129
MSTRG.5664.1:1:4.809675,6,686
MSTRG.5664.2:1:5.950837,5,750
MSTRG.5665.1:1:2.720397,2,225
MSTRG.5666.1:1:1.342768,2,332
MSTRG.5667.1:1:3.523588,2,244
MSTRG.5668.1:1:10.412745,7,2458
MSTRG.5669.1:1:41.711132,7,1404
MSTRG.5670.1:1:1.451739,2,315
MSTRG.5672.1:1:2.072556,2,204
MSTRG.5673.1:1:7.966428,2,463
MSTRG.5674.1:1:1.894894,3,991
MSTRG.5675.1:1:19.852089,28,4546
MSTRG.5675.2:1:16.289042,29,4708
MSTRG.5676.1:1:33.056175,9,1061
MSTRG.5676.2:1:4.707960,7,1117
MSTRG.5677.1:1:3.852571,7,2214
MSTRG.5677.2:1:3.044746,7,2218
MSTRG.5677.3:1:5.310163,5,1144
MSTRG.5678.1:1:1.359075,2,315
MSTRG.5679.1:1:3.155998,2,294
MSTRG.5680.1:1:5.214391,11,3455
MSTRG.5680.2:1:2.462152,11,3197
MSTRG.5680.3:1:1.989318,12,3261
MSTRG.5681.1:1:10.219626,11,2267
MSTRG.5681.2:1:2.237695,12,2294
MSTRG.5682.1:1:20.362291,8,1827
MSTRG.5682.2:1:6.755867,8,1833
MSTRG.5683.1:1:0.903027,2,239
MSTRG.5684.1:1:3.327134,3,239
MSTRG.5685.1:1:15.654638,6,1603
MSTRG.5685.2:1:1.256537,7,1537
MSTRG.5686.1:1:4.348574,3,454
MSTRG.5687.1:1:4.038215,2,214
MSTRG.5688.1:1:5.657199,7,662
MSTRG.5689.1:1:10.687039,2,316
MSTRG.5690.1:1:74.304153,4,819
MSTRG.5691.1:1:45.230026,2,400
MSTRG.5692.1:1:11.849297,9,2180
MSTRG.5692.2:1:10.499961,3,947
MSTRG.5694.1:1:7.178106,3,1050
MSTRG.5695.1:1:11.128532,5,1560
MSTRG.5696.1:1:7.007846,4,1178
MSTRG.5697.1:1:3.232828,6,1243
MSTRG.5697.2:1:15.381995,6,1184
MSTRG.5698.1:1:318.418976,6,794
MSTRG.5699.1:1:40.118237,4,419
MSTRG.5699.2:1:3.604796,3,244
MSTRG.5700.1:1:2.135291,2,256
MSTRG.5701.1:1:3.400867,4,477
MSTRG.5703.1:1:2.420088,4,394
MSTRG.5704.1:1:37.453152,5,1581
MSTRG.5705.1:1:3.427256,2,415
MSTRG.5706.1:1:2.509573,2,301
MSTRG.5707.1:1:34.415001,10,1283
MSTRG.5708.1:1:5.860382,5,781
MSTRG.5709.1:1:0.884522,2,232
MSTRG.5710.1:1:2.647759,3,1079
MSTRG.5710.2:1:1.538659,3,1102
MSTRG.5710.3:1:13.169476,2,1109
MSTRG.5710.4:1:5.738446,3,1016
MSTRG.5711.1:1:7.378824,4,944
MSTRG.5712.1:1:1.769044,2,200
MSTRG.5713.1:1:2.992650,9,853
MSTRG.5714.1:1:4.762247,3,362
MSTRG.5715.1:1:1.441994,3,238
MSTRG.5716.1:1:19.552267,10,1566
MSTRG.5716.2:1:11.599760,11,1493
MSTRG.5716.3:1:9.801238,11,1482
MSTRG.5717.1:1:253.757355,11,1359
MSTRG.5717.2:1:3.996802,11,1360
MSTRG.5718.1:1:9.404992,3,1321
MSTRG.5719.1:1:7.308827,3,1190
MSTRG.5720.1:1:22.705111,11,1733
MSTRG.5721.1:1:107.511635,11,3163
MSTRG.5722.1:1:7.514494,6,1346
MSTRG.5723.1:1:1653.806519,5,734
MSTRG.5723.2:1:771.906860,5,786
MSTRG.5724.1:1:27.156017,4,770
MSTRG.5724.2:1:1.489425,4,753
MSTRG.5725.1:1:24.702101,5,617
MSTRG.5726.1:1:3.854205,2,291
MSTRG.5727.1:1:2.221862,2,377
MSTRG.5728.1:1:2.106004,2,378
MSTRG.5729.1:1:2.870676,2,440
MSTRG.5731.1:1:1.570721,2,223
MSTRG.5732.1:1:1.225024,2,226
MSTRG.5733.1:1:2.801522,6,1818
MSTRG.5734.1:1:4.835979,4,1194
MSTRG.5733.2:1:4.078016,4,1430
MSTRG.5735.1:1:1.508890,2,459
MSTRG.5736.1:1:54.174095,4,1001
MSTRG.5737.1:1:2.190060,2,229
MSTRG.5738.1:1:24.506542,3,1238
MSTRG.5739.1:1:2.193305,7,860
MSTRG.5740.1:1:1.761099,2,334
MSTRG.5742.1:1:1.518956,2,336
MSTRG.5743.1:1:32.077229,2,1030
MSTRG.5745.1:1:7.611190,2,658
MSTRG.5746.1:1:100.879959,6,2318
MSTRG.5746.2:1:78.179520,4,2638
MSTRG.5746.3:1:38.952782,8,1966
MSTRG.5746.4:1:32.928535,7,2149
MSTRG.5746.5:1:8.627684,7,2339
MSTRG.5747.1:1:160.193863,7,1604
MSTRG.5748.1:1:749.366821,7,2346
MSTRG.5749.1:1:14.618423,6,1987
MSTRG.5749.2:1:58.754890,5,1441
MSTRG.5749.3:1:1.574251,5,1477
MSTRG.5750.1:1:2.957862,2,343
MSTRG.5751.1:1:29.530617,2,285
MSTRG.5752.1:1:25.555607,8,2675
MSTRG.5752.2:1:2.802524,2,1190
MSTRG.5753.1:1:44.202591,4,715
MSTRG.5754.1:1:6.175349,2,217
MSTRG.5755.1:1:8.712654,3,433
MSTRG.5755.2:1:6.713527,2,671
MSTRG.5756.1:1:7.758097,3,358
MSTRG.5758.1:1:9.479727,7,1082
MSTRG.5758.2:1:1.695552,3,1350
MSTRG.5759.1:1:15.043667,20,4686
MSTRG.5760.1:1:5.115932,7,1221
MSTRG.5760.2:1:0.913249,6,1245
MSTRG.5761.1:1:1.378814,2,272
MSTRG.5762.1:1:1.971021,4,889
MSTRG.5763.1:1:0.884522,2,241
MSTRG.5764.1:1:3.025571,7,3286
MSTRG.5765.1:1:8.027952,2,434
MSTRG.5766.1:1:0.884522,2,218
MSTRG.5767.1:1:2.121981,3,406
MSTRG.5768.1:1:64.017448,3,1242
MSTRG.5769.1:1:21.100895,19,4989
MSTRG.5770.1:1:52.126091,4,592
MSTRG.5771.1:1:23.300282,9,1956
MSTRG.5771.2:1:18.234034,9,1936
MSTRG.5771.3:1:23.703598,8,1106
MSTRG.5771.4:1:15.537796,8,1108
MSTRG.5772.1:1:42.959492,9,1665
MSTRG.5772.2:1:13.862763,10,1580
MSTRG.5773.1:1:2.936613,2,550
MSTRG.5774.1:1:9.007857,2,930
MSTRG.5775.1:1:3.275169,2,1016
MSTRG.5776.1:1:1.719134,3,638
MSTRG.5777.1:1:1.380717,2,287
MSTRG.5778.1:1:2.587983,2,526
MSTRG.5779.1:1:0.884522,2,224
MSTRG.5780.1:1:6.029740,3,332
MSTRG.5780.2:1:1.374691,2,402
MSTRG.5781.1:1:4.044777,6,722
MSTRG.5781.2:1:0.908471,4,643
MSTRG.5782.1:1:1.684494,3,408
MSTRG.5783.1:1:2.593752,2,488
MSTRG.5784.1:1:3.646196,2,270
MSTRG.5785.1:1:16.314777,11,1790
MSTRG.5785.2:1:2.094627,11,1786
MSTRG.5787.1:1:4.348900,5,516
MSTRG.5788.1:1:7.570836,4,422
MSTRG.5790.1:1:1.310302,3,322
MSTRG.5791.1:1:1.031571,3,397
MSTRG.5792.1:1:0.884522,2,245
MSTRG.5795.1:1:5.215341,2,212
MSTRG.5796.1:1:57.971615,8,2222
MSTRG.5797.1:1:54.294693,11,1544
MSTRG.5798.1:1:2.426440,4,1139
MSTRG.5798.2:1:2.230819,2,2189
MSTRG.5798.3:1:2.069724,3,1767
MSTRG.5798.4:1:0.932532,3,1861
MSTRG.5799.1:1:7.566903,2,438
MSTRG.5800.1:1:2.668904,3,692
MSTRG.5801.1:1:1.423044,2,657
MSTRG.5802.1:1:4.754124,4,897
MSTRG.5802.2:1:2.786897,3,1027
MSTRG.5803.1:1:3.942108,3,266
MSTRG.5804.1:1:1.746343,5,565
MSTRG.5805.1:1:10.506933,7,1244
MSTRG.5805.2:1:3.460100,6,1333
MSTRG.5805.3:1:2.287464,6,1196
MSTRG.5806.1:1:30.829069,11,1448
MSTRG.5807.1:1:14.257773,2,344
MSTRG.5808.1:1:10.625550,3,862
MSTRG.5810.1:1:1.801325,2,274
MSTRG.5811.1:1:1.159963,4,1535
